ENSMUSG00000089409	ENSMUST00000158784		83078511	83078629	Gm24884-201	Gm24884
ENSMUSG00000028403	ENSMUST00000144139	underdeveloped hair follicles	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	thick epidermis	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	abnormal hair follicle physiology	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	enlarged sebaceous gland	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	dilated hair follicle infundibulum	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	abnormal sebaceous gland physiology	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	sebaceous gland hyperplasia	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	increased sebum secretion	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	greasy coat	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	abnormal skin physiology	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	epidermal cyst	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	abnormal hair follicle morphology	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	abnormal hair follicle orientation	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	abnormal hair cycle	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	abnormal hair follicle development	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	protein palmitoylation	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000144139	sebaceous gland development	82798738	82859958	Zdhhc21-005	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	premature hair loss	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	short hair	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	sparse hair	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal hair growth	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal hair shaft melanin granule morphology	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	matted coat	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal epidermal layer morphology	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal hair medullary septa cells	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal coat appearance	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	underdeveloped hair follicles	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	thick epidermis	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal hair follicle physiology	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	enlarged sebaceous gland	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	dilated hair follicle infundibulum	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal sebaceous gland physiology	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	sebaceous gland hyperplasia	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	increased sebum secretion	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	greasy coat	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal skin physiology	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	epidermal cyst	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal hair follicle morphology	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal hair follicle orientation	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal hair cycle	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	abnormal hair follicle development	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	protein palmitoylation	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000028403	ENSMUST00000156055	sebaceous gland development	82798738	82859958	Zdhhc21-002	Zdhhc21
ENSMUSG00000038192	ENSMUST00000048430	no abnormal phenotype detected	82881751	82885148	Cer1-001	Cer1
ENSMUSG00000038192	ENSMUST00000048430	increased coping response	82881751	82885148	Cer1-001	Cer1
ENSMUSG00000038192	ENSMUST00000048430	hypoactivity	82881751	82885148	Cer1-001	Cer1
ENSMUSG00000038192	ENSMUST00000048430	increased anxiety-related response	82881751	82885148	Cer1-001	Cer1
ENSMUSG00000038192	ENSMUST00000048430	increased body weight	82881751	82885148	Cer1-001	Cer1
ENSMUSG00000038192	ENSMUST00000048430	abnormal metanephric ureteric bud development	82881751	82885148	Cer1-001	Cer1
ENSMUSG00000082351	ENSMUST00000121163		78233986	78234927	Gm11260-001	Gm11260
ENSMUSG00000085840	ENSMUST00000123051		78659858	78661588	Gm11261-001	Gm11261
ENSMUSG00000085840	ENSMUST00000132470		78659858	78661588	Gm11261-002	Gm11261
ENSMUSG00000085840	ENSMUST00000126647		78659858	78661588	Gm11261-003	Gm11261
ENSMUSG00000059049	ENSMUST00000107230	rectal prolapse	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal kidney morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	coloboma	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	cryptophthalmos	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal eye development	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal craniofacial morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal cranial suture morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	syndactyly	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	ocular hypertelorism	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	broad nasal bone	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal conjunctiva morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal metopic suture morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	short snout	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	decreased cornea thickness	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	bleb	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal eye morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal digit morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	microphthalmia	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	single kidney	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	fused right lung lobes	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal anogenital distance	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	eyelids fail to open	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	diaphragmatic hernia	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal postnatal growth/weight/body size	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal gallbladder morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	blistering	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal epidermal layer morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal brain morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	prenatal lethality incomplete penetrance	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	eyelids open at birth	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	polydactyly	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	anophthalmia	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	absent kidney	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal kidney development	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	asymmetric snout	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	preweaning lethality incomplete penetrance	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal diaphragm development	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	early eyelid opening	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	no abnormal phenotype detected	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	premature suture closure	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	absent eyelids	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal cornea morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal corneal epithelium morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	abnormal retina morphology	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000107230	cell-matrix adhesion	82897920	83052339	Frem1-001	Frem1
ENSMUSG00000059049	ENSMUST00000127886	rectal prolapse	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal kidney morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	coloboma	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	cryptophthalmos	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal eye development	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal craniofacial morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal cranial suture morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	syndactyly	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	ocular hypertelorism	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	broad nasal bone	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal conjunctiva morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal metopic suture morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	short snout	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	decreased cornea thickness	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	bleb	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal eye morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal digit morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	microphthalmia	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	single kidney	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	fused right lung lobes	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal anogenital distance	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	eyelids fail to open	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	diaphragmatic hernia	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal postnatal growth/weight/body size	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal gallbladder morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	blistering	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal epidermal layer morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal brain morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	prenatal lethality incomplete penetrance	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	eyelids open at birth	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	polydactyly	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	anophthalmia	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	absent kidney	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal kidney development	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	asymmetric snout	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	preweaning lethality incomplete penetrance	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal diaphragm development	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	early eyelid opening	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	no abnormal phenotype detected	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	premature suture closure	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	absent eyelids	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal cornea morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal corneal epithelium morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	abnormal retina morphology	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000127886	cell-matrix adhesion	82897920	83052339	Frem1-002	Frem1
ENSMUSG00000059049	ENSMUST00000131102	rectal prolapse	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal kidney morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	coloboma	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	cryptophthalmos	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal eye development	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal craniofacial morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal cranial suture morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	syndactyly	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	ocular hypertelorism	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	broad nasal bone	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal conjunctiva morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal metopic suture morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	short snout	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	decreased cornea thickness	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	bleb	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal eye morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal digit morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	microphthalmia	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	single kidney	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	fused right lung lobes	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal anogenital distance	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	eyelids fail to open	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	diaphragmatic hernia	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal postnatal growth/weight/body size	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal gallbladder morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	blistering	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal epidermal layer morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal brain morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	prenatal lethality incomplete penetrance	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	eyelids open at birth	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	polydactyly	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	anophthalmia	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	absent kidney	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal kidney development	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	asymmetric snout	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	preweaning lethality incomplete penetrance	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal diaphragm development	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	early eyelid opening	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	no abnormal phenotype detected	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	premature suture closure	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	absent eyelids	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal cornea morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal corneal epithelium morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	abnormal retina morphology	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000131102	cell-matrix adhesion	82897920	83052339	Frem1-003	Frem1
ENSMUSG00000059049	ENSMUST00000130889	rectal prolapse	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal kidney morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	coloboma	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	cryptophthalmos	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal eye development	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal craniofacial morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal cranial suture morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	syndactyly	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	ocular hypertelorism	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	broad nasal bone	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal conjunctiva morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal metopic suture morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	short snout	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	decreased cornea thickness	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	bleb	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal eye morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal digit morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	microphthalmia	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	single kidney	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	fused right lung lobes	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal anogenital distance	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	eyelids fail to open	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	diaphragmatic hernia	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal postnatal growth/weight/body size	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal gallbladder morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	blistering	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal epidermal layer morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal brain morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	prenatal lethality incomplete penetrance	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	eyelids open at birth	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	polydactyly	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	anophthalmia	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	absent kidney	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal kidney development	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	asymmetric snout	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	preweaning lethality incomplete penetrance	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal diaphragm development	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	early eyelid opening	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	no abnormal phenotype detected	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	premature suture closure	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	absent eyelids	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal cornea morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal corneal epithelium morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	abnormal retina morphology	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000130889	cell-matrix adhesion	82897920	83052339	Frem1-005	Frem1
ENSMUSG00000059049	ENSMUST00000141841	rectal prolapse	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal kidney morphology	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	coloboma	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	cryptophthalmos	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal eye development	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal craniofacial morphology	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal cranial suture morphology	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	syndactyly	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	ocular hypertelorism	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	broad nasal bone	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal conjunctiva morphology	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal metopic suture morphology	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	short snout	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	decreased cornea thickness	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	bleb	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal eye morphology	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal digit morphology	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	microphthalmia	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	single kidney	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	fused right lung lobes	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal anogenital distance	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	eyelids fail to open	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	diaphragmatic hernia	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal postnatal growth/weight/body size	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	abnormal gallbladder morphology	82897920	83052339	Frem1-004	Frem1
ENSMUSG00000059049	ENSMUST00000141841	blistering	82897920	83052339	Frem1-004	Frem1
